,SKU,code,brands,quantity,status,user_ID,frequency_in_weeks,starts,next_delivery,last_edit,creation_date
995,NapNP2859,831,Natural Pets,1,active,2841,4,2023-05-15,2023-05-15,2023-04-13,2023-04-13
996,NapNP2861,831,Natural Pets,4,active,2841,4,2023-05-15,2023-05-15,2023-04-13,2023-04-13
997,heUnPr68,832,Unimedical,1,active,1720,4,2023-05-12,2023-05-12,2023-05-09,2023-04-13
998,HodMe2171,832,Holliday,1,active,1720,4,2023-05-12,2023-05-12,2023-05-09,2023-04-13
999,CadMe2147,832,Calox,7,active,1720,4,2023-05-12,2023-05-12,2023-05-09,2023-04-13
1000,NupNS3275,833,NutriSource,1,active,1454,4,2023-05-15,2023-05-15,2023-05-08,2023-04-13
1001,NOgCL2768,833,Canada Litter,1,active,1454,4,2023-05-15,2023-05-15,2023-05-08,2023-04-13
1002,MapQP3756,834,MasQPets,1,active,989,2,2023-04-29,2023-05-13,2023-04-28,2023-04-14
1003,MapQP3755,834,MasQPets,2,active,989,2,2023-04-29,2023-05-13,2023-04-28,2023-04-14
1004,NapNPA2105,834,Natural Pets,1,active,989,2,2023-04-29,2023-05-13,2023-04-28,2023-04-14
1005,NapNPA2103,834,Natural Pets,5,active,989,2,2023-04-29,2023-05-13,2023-04-28,2023-04-14
1006,NapNPA2104,834,Natural Pets,5,active,989,2,2023-04-29,2023-05-13,2023-04-28,2023-04-14
1007,TIpTTT2210,834,Titi Treats,1,active,989,2,2023-04-29,2023-05-13,2023-04-28,2023-04-14
1008,BapBA1388,835,Balance,1,active,2848,10,2023-06-23,2023-06-23,,2023-04-14
1009,DipDN2163,836,Diamond Naturals - Diamond,1,active,2850,4,2023-05-12,2023-05-12,,2023-04-14
1010,ScgSD31494,837,Hills Prescription Diet - Hills,1,active,2693,4,2023-05-15,2023-05-15,2023-04-14,2023-04-14
1011,TapTW1124,838,Taste of the Wild - Taste Of The Wild Ancient Grains,1,active,1923,4,2023-05-19,2023-05-19,2023-05-04,2023-04-15
1012,ScpSD11465,839,Hills Prescription Diet - Hills,1,active,2856,6,2023-05-27,2023-05-27,,2023-04-15
1013,NupNS3301,840,NutriSource,1,active,2565,4,2023-05-13,2023-05-13,2023-05-07,2023-04-16
1014,TrTC11848,840,TropiClean,1,active,2565,4,2023-05-13,2023-05-13,2023-05-07,2023-04-16
1015,BrpBV11611,840,Bravecto,1,active,2565,4,2023-05-13,2023-05-13,2023-05-07,2023-04-16
1016,PhpPZA2028,840,Philozoo,1,active,2565,4,2023-05-13,2023-05-13,2023-05-07,2023-04-16
1017,ScpSD21528,841,Hills Science Diet - Hills,1,active,1397,4,2023-05-15,2023-05-15,,2023-04-16
1018,NapNPA2105,842,Natural Pets,2,active,2873,2,2023-05-02,2023-05-16,2023-04-28,2023-04-17
1019,NapNPA2103,842,Natural Pets,4,active,2873,2,2023-05-02,2023-05-16,2023-04-28,2023-04-17
1020,NapNPA2108,842,Natural Pets,1,active,2873,2,2023-05-02,2023-05-16,2023-04-28,2023-04-17
1021,BrpBV11610,843,Bravecto,1,active,882,12,2023-07-10,2023-07-10,,2023-04-17
1022,PupPP1405,844,Purina - Purina Pro Plan,1,active,2656,3,2023-05-03,2023-05-24,2023-05-02,2023-04-17
1023,PupPP2422,845,Purina - Purina Pro Plan,1,active,2637,4,2023-05-15,2023-05-15,,2023-04-17
1024,VipVB2763,845,Virbac,1,active,2637,4,2023-05-15,2023-05-15,,2023-04-17
1025,ScpSD31535,846,Hills Science Diet - Hills,1,active,1913,6,2023-06-02,2023-06-02,2023-04-21,2023-04-17
1026,KigKA11027,847,KittyAid,1,active,2468,8,2023-05-19,2023-05-19,2023-04-18,2023-04-17
1027,BrpBV11612,848,Bravecto,2,active,922,12,2023-04-18,2023-07-11,,2023-04-18
1028,NepNX1995,849,NexGard,1,active,2328,4,2023-04-18,2023-05-16,,2023-04-18
1029,PupDL5461,849,Purina - Dentalife,1,active,2328,4,2023-04-18,2023-05-16,,2023-04-18
1030,BapBA1352,850,Balance,1,active,1334,12,2023-07-11,2023-07-11,,2023-04-18
1031,1spFC1834,851,1st Choice,1,active,2891,8,2023-04-18,2023-06-13,,2023-04-18
1032,ScpSD31439,852,Hills Prescription Diet - Hills,1,active,2897,2,2023-05-16,2023-05-16,2023-05-02,2023-04-19
1033,CadMe2147,852,Calox,10,active,2897,2,2023-05-16,2023-05-16,2023-05-02,2023-04-19
1034,1spFC1818,853,1st Choice,1,active,2132,4,2023-04-20,2023-05-18,,2023-04-20
1035,ScgSD31579,854,Hills Science Diet - Hills,1,active,1263,6,2023-06-01,2023-06-01,,2023-04-20
1036,NapNPA2107,855,Natural Pets,1,active,2817,2,2023-05-05,2023-05-19,,2023-04-21
1037,NapNPA2109,855,Natural Pets,1,active,2817,2,2023-05-05,2023-05-19,,2023-04-21
1038,NapNPA2110,855,Natural Pets,2,active,2817,2,2023-05-05,2023-05-19,,2023-04-21
1039,NapNPT2353,855,Natural Pets,1,active,2817,2,2023-05-05,2023-05-19,,2023-04-21
1040,NapNP3043,855,Natural Pets,2,active,2817,2,2023-05-05,2023-05-19,,2023-04-21
1041,NupNS5332,856,NutriSource,1,active,2795,6,2023-06-02,2023-06-02,,2023-04-21
1042,NupNS2296,856,NutriSource,1,active,2795,6,2023-06-02,2023-06-02,,2023-04-21
1043,NupNS3275,857,NutriSource,1,active,2921,3,2023-04-23,2023-05-14,,2023-04-24
1044,ScpSD21485,857,Hills Prescription Diet - Hills,1,active,2921,3,2023-04-23,2023-05-14,,2023-04-24
1045,PupPP1412,859,Purina - Purina Pro Plan,1,active,2575,5,2023-04-24,2023-05-29,,2023-04-24
1046,NupNS2311,860,NutriSource,1,active,2937,10,2023-07-03,2023-07-03,,2023-04-25
1047,PupPP2419,861,Purina - Purina Pro Plan,1,active,2938,4,2023-05-22,2023-05-22,,2023-04-25
1048,NupNS1331,862,NutriSource,1,active,2317,6,2023-04-25,2023-06-06,2023-04-25,2023-04-25
1049,NapNPA2115,863,Natural Pets,4,active,2949,4,2023-04-25,2023-05-23,,2023-04-25
1050,NapNPA2116,863,Natural Pets,3,active,2949,4,2023-04-25,2023-05-23,,2023-04-25
1051,NapNPA2108,863,Natural Pets,2,active,2949,4,2023-04-25,2023-05-23,,2023-04-25
1052,NapNPA2117,863,Natural Pets,3,active,2949,4,2023-04-25,2023-05-23,,2023-04-25
1053,NOgAC2769,864,Activcat,1,active,1959,2,2023-05-10,2023-05-10,2023-04-26,2023-04-26
1054,NOgCL1772,866,Canada Litter,1,active,2842,4,2023-05-06,2023-06-03,2023-04-27,2023-04-27
1055,VepVL22212,866,Vet Life,1,active,2842,4,2023-05-06,2023-06-03,2023-04-27,2023-04-27
1056,ScgSD3124,866,Hills Science Diet - Hills,1,active,2842,4,2023-05-06,2023-06-03,2023-04-27,2023-04-27
1057,ScgSD41497,867,Hills Prescription Diet - Hills,10,active,1263,6,2023-04-27,2023-06-08,,2023-04-27
1058,TapTW1131,868,Taste of the Wild,1,active,2962,6,2023-04-27,2023-06-08,,2023-04-27
1059,ScgSD31509,869,Hills Prescription Diet - Hills,2,active,2653,4,2023-04-21,2023-05-19,,2023-04-27
1060,NupNS1277,870,NutriSource,1,active,2386,8,2023-04-27,2023-06-22,,2023-04-28
1061,NapNPA2107,871,Natural Pets,1,active,1048,4,2023-05-25,2023-05-25,,2023-04-28
1062,NapNPA2108,871,Natural Pets,1,active,1048,4,2023-05-25,2023-05-25,,2023-04-28
1063,NapNPA2109,871,Natural Pets,1,active,1048,4,2023-05-25,2023-05-25,,2023-04-28
1064,NapNPA2110,871,Natural Pets,1,active,1048,4,2023-05-25,2023-05-25,,2023-04-28
1065,NapNP2570,871,Natural Pets,1,active,1048,4,2023-05-25,2023-05-25,,2023-04-28
1066,NapNP2858,871,Natural Pets,1,active,1048,4,2023-05-25,2023-05-25,,2023-04-28
1067,NapNP3043,871,Natural Pets,1,active,1048,4,2023-05-25,2023-05-25,,2023-04-28
1068,MagQP1757,872,MasQPets,2,active,117,4,2023-06-20,2023-06-20,,2023-04-28
1069,PugFX473,872,Felix,10,active,117,4,2023-06-20,2023-06-20,,2023-04-28
1070,PugFX476,872,Felix,10,active,117,4,2023-06-20,2023-06-20,,2023-04-28
1071,PugFX477,872,Felix,10,active,117,4,2023-06-20,2023-06-20,,2023-04-28
1072,ScgSD31494,873,Hills Prescription Diet - Hills,1,active,2693,4,2023-05-26,2023-05-26,,2023-04-28
1073,FrgFS2702,873,Fresh Step,1,active,2693,4,2023-05-26,2023-05-26,,2023-04-28
1074,PupPP3425,874,Purina - Purina Pro Plan,1,active,2777,3,2023-05-13,2023-05-13,2023-04-29,2023-04-29
1075,1sgFC2785,875,1st Choice,1,active,2777,8,2023-06-17,2023-06-17,,2023-04-29
1076,MapQP1745,876,MasQPets,1,active,2987,4,2023-04-29,2023-05-27,,2023-04-29
1077,ArpAT11032,876,Artri-Tabs,1,active,2987,4,2023-04-29,2023-05-27,,2023-04-29
1078,NapNPA2115,877,Natural Pets,1,active,2882,2,2023-05-15,2023-05-15,,2023-05-01
1079,NapNPA2117,877,Natural Pets,1,active,2882,2,2023-05-15,2023-05-15,,2023-05-01
1080,MapQP3755,878,MasQPets,1,active,2926,2,2023-05-15,2023-05-15,,2023-05-01
1081,CapCD11698,878,Cat And Dog Company,1,active,2926,2,2023-05-15,2023-05-15,,2023-05-01
1082,NapNPA2116,878,Natural Pets,2,active,2926,2,2023-05-15,2023-05-15,,2023-05-01
1083,NapNP2859,878,Natural Pets,1,active,2926,2,2023-05-15,2023-05-15,,2023-05-01
1084,FrpFT3067,878,Fruitables,1,active,2926,2,2023-05-15,2023-05-15,,2023-05-01
1085,NapNPA2110,879,Natural Pets,4,active,3025,2,2023-05-03,2023-05-17,,2023-05-03
1086,NapNP2572,879,Natural Pets,3,active,3025,2,2023-05-03,2023-05-17,,2023-05-03
1087,NapNP2570,879,Natural Pets,3,active,3025,2,2023-05-03,2023-05-17,,2023-05-03
1088,BapBA2340,880,Balance,1,active,2461,4,2023-05-03,2023-05-31,,2023-05-03
1089,1spFC1796,881,1st Choice,1,active,3031,4,2023-05-31,2023-05-31,,2023-05-03
1090,PupPP1408,882,Purina - Purina Pro Plan,1,active,2248,8,2023-06-28,2023-06-28,,2023-05-03
1091,DipDN3162,883,Diamond Naturals - Diamond,1,active,3026,4,2023-05-31,2023-05-31,,2023-05-04
1092,RopRC31407,884,Royal Canin,1,active,1975,4,2023-05-04,2023-06-01,,2023-05-04
1093,PugFX6110,885,Purina - Felix,4,active,3045,4,2023-06-01,2023-06-01,,2023-05-04
1094,PugFX6113,885,Purina - Felix,4,active,3045,4,2023-06-01,2023-06-01,,2023-05-04
1095,ScgSD31504,885,Hills Prescription Diet - Hills,1,active,3045,4,2023-06-01,2023-06-01,,2023-05-04
1096,FegFX3164,885,Purina - Felix,2,active,3045,4,2023-06-01,2023-06-01,,2023-05-04
1097,TagTW3208,886,Taste of the Wild,1,active,2989,6,2023-06-15,2023-06-15,,2023-05-05
1098,PupCH467,887,Purina - Dog Chow,1,active,3061,4,2023-06-03,2023-06-03,,2023-05-06
1099,NapNPT2353,887,Natural Pets,1,active,3061,4,2023-06-03,2023-06-03,,2023-05-06
1100,NapNPT2353,888,Natural Pets,1,active,3066,4,2023-06-03,2023-06-03,,2023-05-06
1101,NagNL3065,889,Natures Logic,1,active,3087,4,2023-06-05,2023-06-05,,2023-05-07
1102,NupNS1291,890,NutriSource,1,active,2879,3,2023-05-22,2023-05-22,2023-05-08,2023-05-08
1103,TapTW3118,891,Taste of the Wild,1,active,1872,6,2023-06-19,2023-06-19,,2023-05-08
1104,PupPP1406,891,Purina - Purina Pro Plan,1,active,1872,6,2023-06-19,2023-06-19,,2023-05-08
1105,BagBA3377,892,Balance,1,active,3085,2,2023-05-22,2023-05-22,,2023-05-08
1106,BapBA2351,892,Balance,1,active,3085,2,2023-05-22,2023-05-22,,2023-05-08
1107,BapBA3366,892,Balance,1,active,3085,2,2023-05-22,2023-05-22,,2023-05-08
1108,NapNPA2115,893,Natural Pets,1,active,3100,4,2023-05-08,2023-06-05,,2023-05-08
1109,NapNPA2108,893,Natural Pets,2,active,3100,4,2023-05-08,2023-06-05,,2023-05-08
1110,NapNPA2109,893,Natural Pets,2,active,3100,4,2023-05-08,2023-06-05,,2023-05-08
1111,NupNS3275,894,NutriSource,1,active,2845,4,2023-06-06,2023-06-06,2023-05-09,2023-05-09
1112,PugFX6110,894,Purina - Felix,2,active,2845,4,2023-06-06,2023-06-06,2023-05-09,2023-05-09
1113,CagCI3102,894,Catit,1,active,2845,4,2023-06-06,2023-06-06,2023-05-09,2023-05-09
1114,NapNPA2113,895,Natural Pets,2,paused,2329,2,2023-05-23,2023-05-23,2023-05-09,2023-05-09
1115,NapNPA2112,895,Natural Pets,1,paused,2329,2,2023-05-23,2023-05-23,2023-05-09,2023-05-09
