,SKU,code,brands,quantity,status,user_ID,frequency_in_weeks,starts,next_delivery,last_edit,creation_date
494,VipVC31322,425,Virbac,1,active,1432,4,2023-05-04,2023-06-01,2023-05-04,2022-11-18
495,PugCH219,426,Purina - Cat Chow,1,active,983,4,2023-05-06,2023-06-03,2023-03-08,2022-11-18
496,PugPPT2387,427,Purina Pro Plan,1,paused,1661,8,2023-05-16,2023-05-16,2023-03-21,2022-11-18
497,1sgFC2782,428,1st Choice,1,active,1665,4,2023-05-17,2023-05-17,2023-04-19,2022-11-18
498,NugNS2308,429,NutriSource,1,active,1058,6,2023-06-06,2023-06-06,2023-05-02,2022-11-18
499,NupNS2296,430,NutriSource,1,active,1669,3,2023-04-14,2023-05-26,2023-04-13,2022-11-19
500,PupPP1407,431,Purina - Purina Pro Plan,1,paused,741,9,2022-11-21,2023-05-29,2022-12-27,2022-11-20
501,NapNPA2116,432,Natural Pets,3,active,1674,4,2023-04-12,2023-05-10,2023-04-12,2022-11-20
502,NapNPA2117,432,Natural Pets,4,active,1674,4,2023-04-12,2023-05-10,2023-04-12,2022-11-20
503,NapNPA2118,432,Natural Pets,1,active,1674,4,2023-04-12,2023-05-10,2023-04-12,2022-11-20
504,Scgsm2138,432,Hills Prescription Diet - Hills,1,active,1674,4,2023-04-12,2023-05-10,2023-04-12,2022-11-20
505,NapNP2571,432,Natural Pets,1,active,1674,4,2023-04-12,2023-05-10,2023-04-12,2022-11-20
506,DipDi3184,433,Diamond,1,paused,1079,1,2023-03-10,2023-05-12,2023-03-02,2022-11-21
507,TapTW2136,435,Taste of the Wild,1,active,1328,4,2023-03-29,2023-05-24,2023-03-28,2022-11-22
508,DipDN1160,436,Diamond Naturals - Diamond,1,active,1505,4,2023-05-02,2023-05-30,2023-04-24,2022-11-22
509,hezoEn51,437,INTERFARMA,1,active,1689,8,2023-04-17,2023-06-12,2023-04-13,2022-11-22
510,PupPP1409,439,Purina - Purina Pro Plan,1,active,1195,6,2023-05-31,2023-05-31,2023-05-02,2022-11-24
511,NapNPA2106,440,Natural Pets,1,paused,1592,2,2022-12-15,2023-05-18,2022-12-21,2022-11-24
512,PupPP3428,441,Purina - Purina Pro Plan,1,paused,483,2,2023-01-13,2023-05-19,2023-01-29,2022-11-25
513,ScpSD21528,442,Hills Science Diet - Hills,1,active,1708,6,2023-05-05,2023-06-16,2023-05-04,2022-11-26
514,PepPA2564,442,Tobi,2,active,1708,6,2023-05-05,2023-06-16,2023-05-04,2022-11-26
515,1spFC1834,443,1st Choice,1,paused,1711,12,2023-02-25,2023-05-20,2023-02-09,2022-11-26
516,BagBA2370,444,Balance,1,active,1715,10,2023-06-30,2023-06-30,2023-05-04,2022-11-27
517,NupNS3275,445,NutriSource,1,active,1661,7,2023-04-24,2023-06-12,2023-04-24,2022-11-28
518,PugPP2328,445,Purina Pro Plan,2,active,1661,7,2023-04-24,2023-06-12,2023-04-24,2022-11-28
519,PugFXW2204,445,Purina - Fancy Feast,3,active,1661,7,2023-04-24,2023-06-12,2023-04-24,2022-11-28
520,PugPPT2387,445,Purina Pro Plan,8,active,1661,7,2023-04-24,2023-06-12,2023-04-24,2022-11-28
521,PugFF2823,445,Purina - Fancy Feast,4,active,1661,7,2023-04-24,2023-06-12,2023-04-24,2022-11-28
522,PupPP3429,446,Purina - Purina Pro Plan,1,active,1180,4,2023-05-16,2023-05-16,2023-04-18,2022-11-28
523,1spFC1834,447,1st Choice,1,active,1720,12,2023-05-26,2023-05-26,2023-04-28,2022-11-29
524,PupPP2421,448,Purina - Purina Pro Plan,1,paused,1722,4,2023-01-24,2023-05-16,2022-12-30,2022-11-29
525,DipDi1179,449,Diamond - Diamond Pro 89,1,active,1582,4,2023-04-29,2023-05-27,2023-02-15,2022-11-29
526,TapTW1120,450,Taste of the Wild,1,active,1678,10,2023-05-03,2023-07-12,2023-05-02,2022-11-29
527,1spFC1796,452,1st Choice,1,paused,1609,5,2023-04-19,2023-05-24,2023-04-17,2022-12-01
528,BapBA1352,453,Balance,1,active,462,4,2023-04-29,2023-05-27,2023-04-20,2022-12-01
529,BapBA1360,454,Balance,1,active,1506,8,2023-05-18,2023-05-18,2023-04-24,2022-12-01
530,NupNS1277,455,NutriSource,1,active,996,4,2023-05-18,2023-05-18,2023-04-20,2022-12-02
531,BapBA1352,456,Balance,1,active,1626,4,2023-05-29,2023-05-29,2023-04-28,2022-12-03
532,MapQP3738,457,MasQPets,1,paused,1745,4,2023-04-29,2023-05-27,2023-04-28,2022-12-03
533,1spFC3820,457,1st Choice,1,paused,1745,4,2023-04-29,2023-05-27,2023-04-28,2022-12-03
534,NOgCL1772,458,Canada Litter,1,active,1000,3,2023-05-04,2023-05-25,2023-04-28,2022-12-03
535,NugNS2305,458,NutriSource,1,active,1000,3,2023-05-04,2023-05-25,2023-04-28,2022-12-03
536,VepVL22212,459,Vet Life,1,active,1750,4,2023-04-28,2023-05-26,2023-04-25,2022-12-05
537,BapBA1354,460,Balance,1,active,155,5,2023-04-03,2023-06-12,2023-05-05,2022-12-05
538,heUnPr66,461,Unimedical,2,active,1188,5,2022-12-05,2023-05-29,,2022-12-06
539,PupCH468,462,Purina - Dog Chow,3,paused,802,10,2022-12-05,2023-07-03,2022-12-06,2022-12-06
540,BapBA1368,462,Balance,1,paused,802,10,2022-12-05,2023-07-03,2022-12-06,2022-12-06
541,NupNS2292,464,NutriSource,1,active,1641,4,2023-04-25,2023-05-23,2023-04-24,2022-12-06
542,MoPMT2263,464,Mokas Treats,1,active,1641,4,2023-04-25,2023-05-23,2023-04-24,2022-12-06
543,KopKG2881,464,Kong,1,active,1641,4,2023-04-25,2023-05-23,2023-04-24,2022-12-06
544,DipDi1187,465,Diamond,1,active,723,4,2023-05-19,2023-05-19,2023-05-09,2022-12-06
545,NupNS1295,466,NutriSource,1,active,723,2,2023-05-24,2023-05-24,2023-05-09,2022-12-06
546,ScpSD31488,471,Hills Prescription Diet - Hills,1,active,1762,4,2023-03-02,2023-05-25,2023-02-02,2022-12-07
547,ScgSD31496,471,Hills Prescription Diet - Hills,1,active,1762,4,2023-03-02,2023-05-25,2023-02-02,2022-12-07
548,DipDN1161,472,Diamond Naturals - Diamond,1,paused,1764,3,2023-01-19,2023-05-25,2022-12-30,2022-12-07
549,NOgCL1767,473,Canada Litter,1,active,501,4,2023-04-29,2023-05-27,2023-04-29,2022-12-08
550,NugNS2305,473,NutriSource,1,active,501,4,2023-04-29,2023-05-27,2023-04-29,2022-12-08
551,DipDN1166,474,Diamond Naturals - Diamond,1,active,1559,6,2023-04-05,2023-05-17,2023-04-03,2022-12-08
552,VipVC31322,475,Virbac,1,active,1770,4,2023-05-12,2023-05-12,2023-05-09,2022-12-08
553,VidVD2319,475,Vida de Perro,1,active,1770,4,2023-05-12,2023-05-12,2023-05-09,2022-12-08
554,DipDN1161,477,Diamond Naturals - Diamond,1,active,693,8,2023-05-26,2023-05-26,2023-03-31,2022-12-09
555,BapBA1354,479,Balance,1,active,1474,5,2023-05-24,2023-05-24,2023-03-22,2022-12-09
556,heMeHe79,479,Heartgard,1,active,1474,5,2023-05-24,2023-05-24,2023-03-22,2022-12-09
557,DipDc3195,480,Diamond - Diamond Care,1,active,1781,5,2023-05-16,2023-05-16,2023-04-12,2022-12-09
558,PupPP3438,482,Purina - Purina Pro Plan,1,active,1787,4,2023-05-15,2023-05-15,2023-04-16,2022-12-10
559,WapWD51887,482,Waldo,2,active,1787,4,2023-05-15,2023-05-15,2023-04-16,2022-12-10
560,NapNPA2113,486,Natural Pets,1,active,966,2,2023-04-25,2023-05-09,2023-04-13,2022-12-12
561,NapNPA2111,486,Natural Pets,1,active,966,2,2023-04-25,2023-05-09,2023-04-13,2022-12-12
562,NapNPA2112,486,Natural Pets,1,active,966,2,2023-04-25,2023-05-09,2023-04-13,2022-12-12
563,BrpBV11612,490,Bravecto,1,active,1549,12,2023-06-14,2023-06-14,2023-03-15,2022-12-13
564,ZepZDA1790,492,ZeeDog,1,paused,1661,12,2022-12-14,2023-05-31,2022-12-14,2022-12-14
565,DipDN3171,493,Diamond Naturals - Diamond,1,active,1813,4,2023-05-25,2023-05-25,2023-04-27,2022-12-14
566,NupNS2296,494,NutriSource,1,active,1804,6,2023-05-03,2023-06-14,2023-04-10,2022-12-15
567,DipDN1178,497,Diamond Naturals - Diamond,1,active,1570,4,2023-05-11,2023-05-11,2023-04-27,2022-12-16
568,1spFC1796,498,1st Choice,1,active,1390,4,2023-05-10,2023-05-10,2023-05-02,2022-12-19
569,PrpPD2592,498,Hills Prescription Diet - Hills,1,active,1390,4,2023-05-10,2023-05-10,2023-05-02,2022-12-19
570,1spFC1796,499,1st Choice,1,paused,858,10,2022-12-19,2023-07-17,2023-02-24,2022-12-19
571,BldBL2307,500,Blue,1,paused,681,11,2023-02-04,2023-07-08,2023-01-17,2022-12-20
572,1spFC1796,501,1st Choice,1,active,1683,4,2023-04-28,2023-05-26,2023-04-27,2022-12-20
573,NapNPA2107,501,Natural Pets,1,active,1683,4,2023-04-28,2023-05-26,2023-04-27,2022-12-20
574,NapNPA2108,501,Natural Pets,1,active,1683,4,2023-04-28,2023-05-26,2023-04-27,2022-12-20
575,NapNPA2109,501,Natural Pets,1,active,1683,4,2023-04-28,2023-05-26,2023-04-27,2022-12-20
576,NapNPA2110,501,Natural Pets,1,active,1683,4,2023-04-28,2023-05-26,2023-04-27,2022-12-20
577,PupPP2417,502,Purina - Purina Pro Plan,1,paused,1454,3,2023-04-13,2023-05-25,2023-04-13,2022-12-20
578,VipVC11327,504,Virbac,1,active,1814,12,2023-02-20,2023-05-15,2023-02-15,2022-12-21
579,NapNPT2353,504,Natural Pets,1,active,1814,12,2023-02-20,2023-05-15,2023-02-15,2022-12-21
580,VipVC11331,505,Virbac,1,active,1531,12,2023-06-28,2023-06-28,2023-03-25,2022-12-21
581,VipVC11327,505,Virbac,1,active,1531,12,2023-06-28,2023-06-28,2023-03-25,2022-12-21
582,1spFC1796,506,1st Choice,1,active,1557,6,2023-02-03,2023-06-09,2023-01-17,2022-12-21
583,MapQP3748,507,MasQPets,1,active,1700,4,2023-05-26,2023-05-26,2023-04-28,2022-12-22
584,NapNP2571,507,Natural Pets,1,active,1700,4,2023-05-26,2023-05-26,2023-04-28,2022-12-22
585,BapBA1354,508,Balance,1,active,1847,4,2023-05-17,2023-05-17,2023-04-08,2022-12-22
586,1spCH2636,509,1st Choice,1,active,1434,4,2023-06-01,2023-06-01,2023-03-22,2022-12-22
587,NapNPA2113,510,Natural Pets,1,active,1851,2,2023-05-08,2023-05-22,2023-04-28,2022-12-23
588,NapNPA2112,510,Natural Pets,1,active,1851,2,2023-05-08,2023-05-22,2023-04-28,2022-12-23
589,NapNPA2117,510,Natural Pets,1,active,1851,2,2023-05-08,2023-05-22,2023-04-28,2022-12-23
590,BapBA1355,511,Balance,1,active,1651,4,2023-04-28,2023-05-26,2023-04-28,2022-12-26
591,BapBA1369,512,Balance,1,active,1860,4,2023-04-26,2023-05-24,2023-04-05,2022-12-26
592,BapBA1368,515,Balance,1,active,1506,12,2023-06-19,2023-06-19,2023-04-24,2022-12-27
593,PupPP1406,516,Purina - Purina Pro Plan,1,active,1865,12,2023-03-28,2023-06-20,2023-02-16,2022-12-28
594,NupNS5332,518,NutriSource,2,active,1288,8,2023-04-11,2023-06-06,2023-04-11,2022-12-28
595,MapQP3738,518,MasQPets,1,active,1288,8,2023-04-11,2023-06-06,2023-04-11,2022-12-28
596,MapQP3753,518,MasQPets,1,active,1288,8,2023-04-11,2023-06-06,2023-04-11,2022-12-28
597,MapQP3756,518,MasQPets,1,active,1288,8,2023-04-11,2023-06-06,2023-04-11,2022-12-28
598,MapQP3748,518,MasQPets,1,active,1288,8,2023-04-11,2023-06-06,2023-04-11,2022-12-28
599,MapQP3733,518,MasQPets,1,active,1288,8,2023-04-11,2023-06-06,2023-04-11,2022-12-28
600,MapQP3736,518,MasQPets,1,active,1288,8,2023-04-11,2023-06-06,2023-04-11,2022-12-28
601,NepNX1991,519,NexGard,1,active,110,8,2023-05-31,2023-05-31,2023-02-24,2023-01-01
602,NepNX1993,519,NexGard,1,active,110,8,2023-05-31,2023-05-31,2023-02-24,2023-01-01
603,TrTC11839,519,TropiClean,1,active,110,8,2023-05-31,2023-05-31,2023-02-24,2023-01-01
604,PugFF493,520,Purina - Fancy Feast,1,active,1092,4,2023-06-09,2023-06-09,2023-05-04,2023-01-02
605,ScgSD31500,520,Hills Prescription Diet - Hills,1,active,1092,4,2023-06-09,2023-06-09,2023-05-04,2023-01-02
606,PugFX475,520,Purina - Felix,1,active,1092,4,2023-06-09,2023-06-09,2023-05-04,2023-01-02
607,TapTW1137,521,Taste of the Wild,1,active,727,6,2023-05-02,2023-06-13,2023-03-21,2023-01-02
608,NugNS2305,523,NutriSource,1,active,1585,8,2023-05-03,2023-06-28,2023-03-04,2023-01-02
609,NupNS3289,525,NutriSource,1,paused,1360,3,2023-01-03,2023-05-09,2023-01-16,2023-01-03
610,MapQP3733,525,MasQPets,1,paused,1360,3,2023-01-03,2023-05-09,2023-01-16,2023-01-03
611,MapQP1745,526,MasQPets,3,active,1886,9,2023-04-24,2023-06-26,2023-04-21,2023-01-03
612,TrTC11834,526,TropiClean,1,active,1886,9,2023-04-24,2023-06-26,2023-04-21,2023-01-03
613,hezoHe49,527,INTERFARMA,1,paused,1434,8,2023-01-03,2023-06-20,2023-01-14,2023-01-03
614,CaGCI2061,528,Catit,5,active,1890,10,2023-05-15,2023-05-15,2023-03-20,2023-01-04
615,CaGCI2063,528,Catit,8,active,1890,10,2023-05-15,2023-05-15,2023-03-20,2023-01-04
616,CaGCI2062,528,Catit,7,active,1890,10,2023-05-15,2023-05-15,2023-03-20,2023-01-04
617,PugFX475,528,Purina - Felix,20,active,1890,10,2023-05-15,2023-05-15,2023-03-20,2023-01-04
618,1spFC3798,529,1st Choice,1,paused,301,8,2023-01-04,2023-06-21,2023-01-25,2023-01-04
619,ScgSD31494,529,Hills Prescription Diet - Hills,1,paused,301,8,2023-01-04,2023-06-21,2023-01-25,2023-01-04
620,NugNS2308,531,NutriSource,1,active,1898,8,2023-05-09,2023-05-09,2023-04-24,2023-01-06
621,PupPP1411,532,Purina - Purina Pro Plan,1,active,537,4,2023-03-24,2023-05-19,2023-03-16,2023-01-06
622,NapNPA2115,533,Natural Pets,2,active,1312,3,2023-04-24,2023-05-15,2023-04-20,2023-01-09
623,ScpSD31439,534,Hills Prescription Diet - Hills,1,paused,423,6,2023-01-10,2023-05-16,2023-02-14,2023-01-10
624,PugFF494,536,Purina - Fancy Feast,2,active,1387,4,2023-05-10,2023-05-10,2023-04-24,2023-01-10
625,PugFF497,536,Purina - Fancy Feast,2,active,1387,4,2023-05-10,2023-05-10,2023-04-24,2023-01-10
626,TagTW2209,536,Taste of the Wild,1,active,1387,4,2023-05-10,2023-05-10,2023-04-24,2023-01-10
627,NupNS2284,538,NutriSource,1,active,1321,7,2023-04-20,2023-06-08,2023-04-20,2023-01-11
628,PhdPZ2201,538,Philozoo,1,active,1321,7,2023-04-20,2023-06-08,2023-04-20,2023-01-11
629,1spFC1803,539,1st Choice,1,active,786,5,2023-05-26,2023-05-26,2023-04-14,2023-01-11
630,AyHiDI143,540,Himalaya,1,active,81,2,2023-05-31,2023-05-31,2023-04-16,2023-01-11
631,PupPP2418,541,Purina - Purina Pro Plan,1,paused,1877,8,2023-03-14,2023-05-09,2023-04-25,2023-01-11
632,1sgFC3790,542,1st Choice,1,paused,1908,4,2023-01-11,2023-05-31,2023-02-21,2023-01-11
633,NupNS3293,544,NutriSource,1,paused,1919,4,2023-01-12,2023-06-01,2023-02-06,2023-01-12
634,MoPMTA2014,544,Mokas Treats,1,paused,1919,4,2023-01-12,2023-06-01,2023-02-06,2023-01-12
635,VipVB2021,544,Virbac,1,paused,1919,4,2023-01-12,2023-06-01,2023-02-06,2023-01-12
636,TapTW1147,545,Taste of the Wild - Taste Of The Wild Ancient Grains,1,active,1931,12,2023-03-31,2023-06-23,2023-03-30,2023-01-12
637,PupPP1406,546,Purina - Purina Pro Plan,1,active,1930,4,2023-05-02,2023-05-30,2023-04-28,2023-01-12
638,1spFC1826,547,1st Choice,1,active,1932,5,2023-06-08,2023-06-08,2023-05-09,2023-01-12
639,VegVL22217,548,Vet Life,1,active,1876,4,2023-06-02,2023-06-02,2023-04-25,2023-01-13
640,Scgsm2138,549,Hills Prescription Diet - Hills,1,active,1876,3,2023-05-05,2023-05-26,2023-05-02,2023-01-13
641,BapBA1360,550,Balance,1,active,545,4,2023-04-29,2023-05-27,2023-04-27,2023-01-13
642,PupPP1406,552,Purina - Purina Pro Plan,1,active,1845,4,2023-04-17,2023-05-15,2023-04-14,2023-01-16
643,NupNS3312,553,NutriSource,1,active,1138,6,2023-04-21,2023-06-02,2023-04-20,2023-01-16
644,NupNS3289,554,NutriSource,2,active,1360,4,2023-04-25,2023-05-23,2023-04-24,2023-01-16
645,MapQP3738,554,MasQPets,1,active,1360,4,2023-04-25,2023-05-23,2023-04-24,2023-01-16
646,MapQP1731,554,MasQPets,3,active,1360,4,2023-04-25,2023-05-23,2023-04-24,2023-01-16
647,ScgSD31495,555,Hills Prescription Diet - Hills,1,active,681,5,2023-04-05,2023-05-10,2023-04-02,2023-01-17
648,ScgSD31579,556,Hills Science Diet - Hills,1,active,418,4,2023-05-31,2023-05-31,2023-03-07,2023-01-17
649,ScpSD31527,556,Hills Science Diet - Hills,1,active,418,4,2023-05-31,2023-05-31,2023-03-07,2023-01-17
650,NapNPA2113,557,Natural Pets,1,active,1637,5,2023-05-12,2023-05-12,2023-05-01,2023-01-17
651,NapNPA2106,557,Natural Pets,2,active,1637,5,2023-05-12,2023-05-12,2023-05-01,2023-01-17
652,NapNPA2115,557,Natural Pets,1,active,1637,5,2023-05-12,2023-05-12,2023-05-01,2023-01-17
653,NapNPA2116,557,Natural Pets,1,active,1637,5,2023-05-12,2023-05-12,2023-05-01,2023-01-17
654,PupPP1410,558,Purina - Purina Pro Plan,1,active,1956,4,2023-05-19,2023-05-19,2023-04-21,2023-01-17
655,1spFC1796,560,1st Choice,1,active,773,5,2023-05-23,2023-05-23,2023-05-07,2023-01-17
656,1spFC1796,561,1st Choice,1,active,1509,10,2023-03-17,2023-05-26,2023-03-17,2023-01-17
657,NepNX1995,562,NexGard,1,active,1958,4,2023-02-19,2023-05-14,2023-01-17,2023-01-17
658,VigVC3195,563,Virbac,1,active,1493,10,2023-03-17,2023-05-26,2023-03-08,2023-01-18
659,WapWD51886,565,Waldo,1,active,1758,12,2023-06-13,2023-06-13,2023-04-04,2023-01-20
660,WapWD51887,565,Waldo,1,active,1758,12,2023-06-13,2023-06-13,2023-04-04,2023-01-20
661,DipDN1164,565,Diamond Naturals - Diamond,1,active,1758,12,2023-06-13,2023-06-13,2023-04-04,2023-01-20
662,OlpOPA1818,568,Old Prince,1,active,1979,4,2023-05-11,2023-05-11,2023-05-08,2023-01-20
663,heMeHe80,568,Heartgard,1,active,1979,4,2023-05-11,2023-05-11,2023-05-08,2023-01-20
664,NapNPA2103,569,Natural Pets,1,paused,1454,7,2023-06-05,2023-06-05,2023-05-08,2023-01-21
665,NapNPA2107,569,Natural Pets,2,paused,1454,7,2023-06-05,2023-06-05,2023-05-08,2023-01-21
666,BrpBV11612,570,Bravecto,1,active,1212,12,2023-01-23,2023-07-10,,2023-01-22
667,TapTW2133,589,Taste of the Wild,1,active,1882,5,2023-05-15,2023-05-15,2023-04-04,2023-01-23
668,TapTW2119,590,Taste of the Wild,1,active,1990,4,2023-04-01,2023-05-27,2023-04-24,2023-01-23
669,PhpPZA1989,590,Philozoo,1,active,1990,4,2023-04-01,2023-05-27,2023-04-24,2023-01-23
670,NapNPA2103,590,Natural Pets,1,active,1990,4,2023-04-01,2023-05-27,2023-04-24,2023-01-23
671,NapNPA2108,590,Natural Pets,1,active,1990,4,2023-04-01,2023-05-27,2023-04-24,2023-01-23
672,CaGCI2063,590,Catit,1,active,1990,4,2023-04-01,2023-05-27,2023-04-24,2023-01-23
673,NagNP2189,590,Natural Pets,1,active,1990,4,2023-04-01,2023-05-27,2023-04-24,2023-01-23
674,NapNPT2353,590,Natural Pets,1,active,1990,4,2023-04-01,2023-05-27,2023-04-24,2023-01-23
675,1sgFC2782,592,1st Choice,1,active,1418,4,2023-05-10,2023-05-10,2023-04-18,2023-01-24
676,NapNPA2116,593,Natural Pets,1,active,1988,1,2023-05-15,2023-05-15,2023-05-02,2023-01-24
677,NapNPA2108,593,Natural Pets,1,active,1988,1,2023-05-15,2023-05-15,2023-05-02,2023-01-24
678,NugNS2305,594,NutriSource,1,active,993,4,2023-04-22,2023-05-20,2023-04-22,2023-01-24
679,heMeHe78,594,Heartgard,3,active,993,4,2023-04-22,2023-05-20,2023-04-22,2023-01-24
680,heMeHe79,594,Heartgard,1,active,993,4,2023-04-22,2023-05-20,2023-04-22,2023-01-24
681,BrpBV11610,594,Bravecto,1,active,993,4,2023-04-22,2023-05-20,2023-04-22,2023-01-24
682,BrpBV11611,594,Bravecto,2,active,993,4,2023-04-22,2023-05-20,2023-04-22,2023-01-24
683,BrpBV11612,594,Bravecto,1,active,993,4,2023-04-22,2023-05-20,2023-04-22,2023-01-24
684,BrgBC12017,594,Bravecto,1,active,993,4,2023-04-22,2023-05-20,2023-04-22,2023-01-24
685,BrgBC12018,594,Bravecto,1,active,993,4,2023-04-22,2023-05-20,2023-04-22,2023-01-24
686,NagNP2190,594,Natural Pets,1,active,993,4,2023-04-22,2023-05-20,2023-04-22,2023-01-24
687,NapNPT2353,594,Natural Pets,1,active,993,4,2023-04-22,2023-05-20,2023-04-22,2023-01-24
688,TopTN2884,594,Total Nutrition,1,active,993,4,2023-04-22,2023-05-20,2023-04-22,2023-01-24
689,NOgCL1772,595,Canada Litter,2,active,1695,4,2023-05-05,2023-06-02,2023-05-01,2023-01-24
690,ScgSD31495,597,Hills Prescription Diet - Hills,1,active,301,4,2023-03-20,2023-05-15,2023-03-03,2023-01-25
691,BapBA2379,598,Balance,1,active,2015,4,2023-04-18,2023-05-16,2023-03-21,2023-01-26
692,ZepZD11833,598,ZeeDog,1,active,2015,4,2023-04-18,2023-05-16,2023-03-21,2023-01-26
693,NupNS3275,599,NutriSource,1,active,2019,4,2023-04-28,2023-05-26,2023-04-29,2023-01-26
694,NOgCL2768,599,Canada Litter,1,active,2019,4,2023-04-28,2023-05-26,2023-04-29,2023-01-26
695,ScpSD11480,603,Hills Prescription Diet - Hills,1,active,2028,6,2023-05-31,2023-05-31,2023-04-25,2023-01-26
696,heAlDo103,606,Unimedical,4,active,1334,12,2023-05-04,2023-07-27,2023-05-04,2023-01-27
697,VipMe2182,606,Viyo,5,active,1334,12,2023-05-04,2023-07-27,2023-05-04,2023-01-27
698,LadLY3042,606,Labyes,1,active,1334,12,2023-05-04,2023-07-27,2023-05-04,2023-01-27
699,OlpOPA1817,607,Old Prince,1,active,1862,4,2023-04-24,2023-05-22,2023-04-22,2023-01-27
700,VipVB2021,607,Virbac,1,active,1862,4,2023-04-24,2023-05-22,2023-04-22,2023-01-27
701,VigVC3195,609,Virbac,1,paused,1818,5,2023-04-29,2023-06-03,2023-04-18,2023-01-28
702,ScpSD21467,610,Hills Prescription Diet - Hills,1,active,1866,10,2023-07-14,2023-07-14,2023-05-05,2023-01-28
703,NupNS2317,611,NutriSource,1,active,1552,12,2023-05-08,2023-07-31,2023-05-05,2023-01-30
704,NupNS5335,612,NutriSource,1,paused,620,6,2023-03-16,2023-06-08,2023-02-23,2023-01-30
705,VigMed2186,613,Virbac,1,active,1663,2,2023-04-28,2023-05-12,2023-04-21,2023-01-30
706,NepNX1993,614,NexGard,1,paused,620,6,2023-02-15,2023-05-10,2023-03-26,2023-01-30
707,VigMed2186,615,Virbac,1,paused,1695,5,2023-01-31,2023-05-16,2023-04-13,2023-01-31
708,DipDN1161,616,Diamond Naturals - Diamond,1,active,306,4,2023-04-28,2023-05-26,2023-04-19,2023-01-31
709,PugFXW2204,616,Purina - Fancy Feast,2,active,306,4,2023-04-28,2023-05-26,2023-04-19,2023-01-31
710,NapNPA2104,617,Natural Pets,9,active,1441,2,2023-04-26,2023-05-10,2023-04-24,2023-02-01
711,DipDN3167,619,Diamond Naturals - Diamond,1,active,2083,2,2023-05-18,2023-05-18,2023-04-25,2023-02-01
712,TapTW2116,621,Taste of the Wild,1,active,312,4,2023-03-23,2023-05-18,2023-03-02,2023-02-02
713,PeAMi2136P,621,Petgüel,2,active,312,4,2023-03-23,2023-05-18,2023-03-02,2023-02-02
714,GrdGY2359,621,Groovy,2,active,312,4,2023-03-23,2023-05-18,2023-03-02,2023-02-02
715,1spCH2636,622,1st Choice,1,active,2103,6,2023-05-25,2023-05-25,2023-05-02,2023-02-02
716,RogRC31270,623,Royal Canin,1,active,1940,4,2023-05-17,2023-05-17,2023-04-24,2023-02-02
717,ScpSD31482,625,Hills Prescription Diet - Hills,1,active,2093,4,2023-04-21,2023-05-19,2023-04-20,2023-02-03
718,NupNS5335,626,NutriSource,1,active,2161,3,2023-05-16,2023-05-16,2023-04-25,2023-02-03
719,NupNS5336,626,NutriSource,1,active,2161,3,2023-05-16,2023-05-16,2023-04-25,2023-02-03
720,NupNS5337,626,NutriSource,1,active,2161,3,2023-05-16,2023-05-16,2023-04-25,2023-02-03
721,1spFC1796,626,1st Choice,1,active,2161,3,2023-05-16,2023-05-16,2023-04-25,2023-02-03
722,NapNPA2107,627,Natural Pets,2,active,830,4,2023-05-09,2023-05-09,2023-05-03,2023-02-03
723,NapNPA2108,627,Natural Pets,3,active,830,4,2023-05-09,2023-05-09,2023-05-03,2023-02-03
724,NapNPA2109,627,Natural Pets,2,active,830,4,2023-05-09,2023-05-09,2023-05-03,2023-02-03
725,BapBA2379,630,Balance,1,active,1576,6,2023-03-25,2023-06-17,2023-03-25,2023-02-04
726,NugNS2306,631,NutriSource,1,active,1455,12,2023-02-04,2023-07-22,2023-02-04,2023-02-04
727,NapNPA2115,632,Natural Pets,1,active,1912,4,2023-05-03,2023-05-31,2023-04-29,2023-02-04
728,NapNPA2107,632,Natural Pets,4,active,1912,4,2023-05-03,2023-05-31,2023-04-29,2023-02-04
729,NapNPA2116,632,Natural Pets,1,active,1912,4,2023-05-03,2023-05-31,2023-04-29,2023-02-04
730,NapNPA2108,632,Natural Pets,2,active,1912,4,2023-05-03,2023-05-31,2023-04-29,2023-02-04
731,NapNPA2109,632,Natural Pets,2,active,1912,4,2023-05-03,2023-05-31,2023-04-29,2023-02-04
732,NapNPA2117,632,Natural Pets,1,active,1912,4,2023-05-03,2023-05-31,2023-04-29,2023-02-04
733,NupPV5324,640,NutriSource - Pure Vita,1,active,1183,5,2023-05-09,2023-05-09,2023-05-08,2023-02-06
734,PupPP3425,640,Purina - Purina Pro Plan,1,active,1183,5,2023-05-09,2023-05-09,2023-05-08,2023-02-06
735,ScgSD31577,642,Hills Science Diet - Hills,1,active,1495,5,2023-05-09,2023-05-09,2023-04-04,2023-02-06
736,PugFXP2124,644,Purina - Felix,1,active,2134,4,2023-05-09,2023-05-09,2023-05-04,2023-02-08
737,PugFXP2129,644,Purina - Felix,1,active,2134,4,2023-05-09,2023-05-09,2023-05-04,2023-02-08
738,1spFC1834,644,1st Choice,1,active,2134,4,2023-05-09,2023-05-09,2023-05-04,2023-02-08
739,ScgSD31496,645,Hills Prescription Diet - Hills,1,active,1935,7,2023-04-17,2023-06-05,2023-03-06,2023-02-08
740,VipVC31328,645,Virbac,1,active,1935,7,2023-04-17,2023-06-05,2023-03-06,2023-02-08
741,BapBA1368,646,Balance,1,active,2224,5,2023-02-08,2023-05-24,,2023-02-08
