Proveedor,Pets,Categoría,Marca,SKU,Nombre de producto,DIC,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC.1,ENE.1,FEB.1,MAR.1,TOTAL GENERAL,Ventas Prom x Mes,Pronostico Abril,Ventas Abr,Promedio ultimos 3 meses,Time meses en inventario,TOTAL AS,AUTOSHIPS (ACTIVOS-15 DÍAS),AUTOSHIPS (ACTIVOS-30 DÍAS),SAFETY STOCK,STOCK Actual,STOCK- safety stock,Tipo de producto,Cantidades a Ordenar,inventario total
nan,nan,nan,nan,RogRC61367,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,RogRC61412,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,EApEAA1721,Plato Plástico Small Para Gatos - Negro,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
Mundo Pet,perro,Accesorios,MPets,MPpMP91506,"Plato Plástico Antideslizante - 775, ml",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,3.0,0.0,DD,NA,3.0
Mundo Pet,perro,Accesorios,MPets,MPpMP91507,"Plato De Acero Inoxidable - 1890, ml",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0,DD,NA,0.0
Full Pets,perro,Higiene,Tropiclean,TrTC11840,"Champú Medicado De Avena y Árbol De Té - 355, ml",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.2,0.25,0,0.0,NA,0,0,0,0.0875,1.0,0.0,DD,NA,1.0
nan,nan,nan,nan,MPpMP11935,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,MPpMP11933,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,MPpMP11529,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
Repagro,perro,Higiene,MasQPets,MapQP11016,"Shampoo Menta Desenredante - 400, ml",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2,0.25,0,0.3333333333333333,3.0,0,0,0,0.0875,1.0,0.0,DD,NA,1.0
nan,nan,nan,nan,PapPW91367,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91368,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91371,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91451,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PupCH12,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,NupNS2288,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,NupPV2262,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,PEpPg6226,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,PEpPg6227,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,PupPP1414,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
BELINA,perro,Alimento,Balance,BapBA2353,"Adulto - 9.07, kg",0.0,0.0,0.0,0,0,0,0,0,4,0,0,0,2,1,2,2,11,1.4,1.75,0,1.3333333333333333,0.75,0,0,0,0.6124999999999999,1.0,0.0,CC,0.0,1.0
Herrera & Elizondo,gato,Farmacia,Boehringer Ingelheim,heBoBr82,"0.6 a 2.4 kg ( Protección por 3 meses) - 0.3, ml",0.0,0.0,0.0,0,0,0,0,0,4,0,0,0,0,0,0,1,5,0.2,0.25,0,0.3333333333333333,6.0,0,0,0,0.0875,2.0,0.0,DD,NA,2.0
Herrera & Elizondo,gato,Farmacia,Boehringer Ingelheim,heBoBr83,"2,5 a 7,5 kg ( Protección por 3 meses) - 0.9, ml",0.0,0.0,0.0,0,0,0,0,0,4,0,0,1,0,0,2,0,7,0.6,0.75,0,0.6666666666666666,0.0,0,0,0,0.26249999999999996,0.0,0.0,CD,NA,0.0
BELINA,perro,Alimento,Balance,BapBA2379,"Control de Peso - 9.07, kg",0.0,0.0,0.0,0,0,0,0,0,2,0,0,1,2,3,2,4,14,2.4,3.0,2,2.6666666666666665,1.125,3,2,0,3.05,3.0,0.0,CC,0.0,3.0
VETIM SA,gato,Alimento,Prescription Diet,ScgSD31498,"i/d® Feline - 1.81, kg",0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,1,3,6,0.8,1.0,3,2.3333333333333335,0.8571428571428571,2,2,0,2.35,2.0,0.0,DD,NA,2.0
Petoy S.A,perro,Accesorios,For FAN Pets,FopFP2086,Juguete Mordedor Para Perro Avengers Thor - Unica,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0.2,0.25,0,0.3333333333333333,0.0,0,0,0,0.0875,0.0,0.0,DD,NA,0.0
Suplidora Royal,perro,Higiene,Easygroom,EaPEG2057,Splash Para Perros - Lavanda y Arándanos,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,2,1,0,3,8,1.2,1.5,1,1.3333333333333333,2.25,0,0,0,0.5249999999999999,3.0,0.0,DD,NA,3.0
Mundo Pet,gato,Accesorios,MPets,MPgMP1711,Rascador Portland - Unica,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0,DD,NA,0.0
TOBI,gato,Accesorios,tobi,togTB2066,Arenera Borde Redondo - Unica,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,1.0
nan,nan,nan,nan,KopKG2075,Bola Extrema Con Cuerda - L,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0.2,0.25,0,0.0,NA,0,0,0,0.0875,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,PugFXP2122,NA,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
Ayurveda,dos,Farmacia,Himalaya,AyHiAN139,"Anxocare - 60, tabletas",0.0,0.0,0.0,0,0,0,0,0,1,0,0,2,2,0,0,1,6,1.0,1.25,0,0.3333333333333333,33.0,0,0,0,0.4375,11.0,0.0,DC,NA,11.0
Suplidora Royal,gato,Alimento,Cat It,CaGCI2063,Creamy - Pollo,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,11,0,10,23,4.4,5.5,5,5.0,3.8,9,8,1,9.925,19.0,0.0,DC,NA,19.0
Suplidora Royal,perro,Higiene,Easygroom,EaPEG2058,Splash Para Perros - Mango Melocotón,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,2,1,1,1,6,1.0,1.25,0,0.6666666666666666,1.5,0,0,0,0.4375,1.0,0.0,DD,NA,1.0
Suplidora Royal,perro,Higiene,Mr. Aton,MrPMA2052,"Champú Anti Pulgas - 250, ml",0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,5,0,1,7,1.2,1.5,1,0.6666666666666666,1.5,0,0,0,0.5249999999999999,1.0,0.0,DC,NA,1.0
Corpeco,dos,Farmacia,Calox,CadMe2144,"Limpiador Bucal - 60, ml",0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,0.4,0.5,0,0.3333333333333333,21.0,0,0,0,0.175,7.0,0.0,DD,NA,7.0
Monteco,dos,Farmacia,Holliday,HodMe2168,"Epitelizante Ocular - 3.5, g",0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,0.4,0.5,0,0.3333333333333333,27.0,0,0,0,0.175,9.0,0.0,DD,0.0,9.0
nan,nan,nan,nan,PupBE328,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,PupCH11,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,PupBE338,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
DogHood,perro,Accesorios,ZeeDog,ZepZDA1793,Greg - Unica,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0.3333333333333333,0.0,0,0,0,0.0,0.0,0.0,DD,0.0,0.0
nan,nan,nan,nan,ZepZDA1775,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
DogHood,perro,Accesorios,ZeeDog,ZepZDA1782,Go Bowl Black - Small,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2,0.25,0,0.0,NA,0,0,0,0.0875,5.0,0.0,DD,0.0,5.0
nan,nan,nan,nan,PapPW91410,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91413,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,RupRW91156,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,RupRW91126,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
Full Pets,perro,Accesorios,Snug Arooz,SnSZ81864,Sasha - Oso Perezoso - Unica,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,1.0
Full Pets,perro,Accesorios,Snug Arooz,SnSZ81869,Hootie - Búho - Unica,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,1.0
Full Pets,perro,Higiene,Tropiclean,TrTC11851,"Toallas Húmedas Hipoalergénicas - 100, Unidades",0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0.6,0.75,1,1.0,1.0,0,0,0,0.26249999999999996,1.0,0.0,DD,NA,1.0
Mundo Pet,perro,Higiene,MPets,MPpMP11516,Cepillo Rake - Unica,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.2,0.25,0,0.0,NA,0,0,0,0.0875,1.0,0.0,DD,NA,1.0
Mundo Pet,perro,Accesorios,MPets,MPpMP81332Nar,Juguete Hueso Júpiter Transparente - Anaranjado,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2,0.25,0,0.0,NA,0,0,0,0.0875,1.0,0.0,DD,NA,1.0
nan,nan,nan,nan,IngIT2870,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,PapPW91380,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91384,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91389,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,2.0,0.0, ,NA,2.0
nan,nan,nan,nan,PapPW91394,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91395,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91397,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91399,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91414,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91415,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91417,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91419,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91783,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91421,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91422,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91423,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91425,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91427,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91428,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91429,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91430,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91432,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91434,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91436,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91437,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91438,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91440,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91441,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91442,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91443,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91444,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91446,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
nan,nan,nan,nan,PapPW91452,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
Mundo Pet,gato,Accesorios,MPets,MPgMP8383Am,Juguete Ratón - Amarillo,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.2,0.25,0,0.0,NA,0,0,0,0.0875,0.0,0.0,DD,NA,0.0
Mundo Pet,gato,Accesorios,MPets,MPgMP8374Az,"Loofa Para Gato 10"" - Azul",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,1.0
nan,nan,nan,nan,PupCH15,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.2,0.25,0,0.0,NA,0,0,0,0.0875,0.0,0.0, ,NA,0.0
Nestle,gato,Alimento,Cat Chow,PugCH362,"Gatitos (Pescado, Carne y Leche) - 500, g",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,2.0,0.0,DD,NA,2.0
nan,nan,nan,nan,PupBE341,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,TapTW3150,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,NupNS1283,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
BELINA,perro,Alimento,Pure Vita,NupPV1266,"Salmón Libre de Granos - 11.3, kg",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.4,0.5,1,1.0,1.0,1,0,0,0.175,1.0,0.0,CD,0.0,1.0
BELINA,perro,Alimento,Pure Vita,NupPV3268,"Salmón Libre de Granos - 2.27, kg",0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0.4,0.5,0,0.0,NA,0,0,0,0.175,1.0,0.0,DD,0.0,1.0
nan,nan,nan,nan,PEpPg6219,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,PEpPg6220,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,PEpPg6223,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
Yanyunis,perro,Alimento,Diamond Naturals,DipDN1169,"Senior Dog - 15.9, kg",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2,0.25,0,0.0,NA,0,0,0,0.0875,2.0,0.0,DD,NA,2.0
Yanyunis,perro,Alimento,Diamond Naturals,DipDN2171,"Small Breed Puppy - 8.2, kg",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0,DD,NA,1.0
nan,nan,nan,nan,DipDN1172,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,DipDi1181,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,DipDi1182,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,DipDi1183,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
BELINA,gato,Alimento,Balance,BagBA3376,"Adulto Gato Pescado - 2, kg",0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0.4,0.5,0,0.3333333333333333,3.0,0,0,0,0.175,1.0,0.0,DD,0.0,1.0
BELINA,perro,Alimento,Balance,BapBA2361,"Puppy Raza Pequeña - 5, kg",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0.4,0.5,1,0.6666666666666666,1.5,0,0,0,0.175,1.0,0.0,DD,0.0,1.0
BELINA,perro,Alimento,Balance,BapBA2381,"Puppy Raza Pequeña - 9.07, kg",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0,DD,1.0,1.0
nan,nan,nan,nan,BapBA3364,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,BapBA3389,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,PupPP3426,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,PupPP3433,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,1.0,0.0, ,NA,1.0
Nestle,perro,Alimento,Pro Plan,PupPP1408,"Pro Plan Reduced Calorie - 13, kg",0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,2,6,1.2,1.5,1,1.3333333333333333,1.5,2,0,0,0.5249999999999999,2.0,0.0,CD,NA,2.0
nan,nan,nan,nan,1sgFC2778,"Gato Hipoalergenico Libre de Granos - 5.44, kg",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
Herrera & Elizondo,perro,Alimento,1st CHOICE,1spFC1818,"Cachorro Toda Raza Pelo y Piel Sensible (Cordero) - 14, kg",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.4,0.5,2,1.3333333333333333,2.25,1,1,0,1.175,3.0,0.0,CD,NA,3.0
nan,nan,nan,nan,1spFC2800,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,PupAL556,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,InpIT3914,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
nan,nan,nan,nan,InpIT2859,NA,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,NA,0,0,0,0.0,0.0,0.0, ,NA,0.0
